sex,n_hs2,Z1,edu,D1,prevearn,Y1,Z2,D2,earnings,Y2
1,13,0,14,1,0,0,1,1,11196,1
1,5,0,8,0,2000,0,1,0,13135,1
0,0,0,10,0,0,0,0,0,0,0
0,39,1,12,1,8160,1,1,0,13241,1
0,9,0,12,1,2000,0,0,0,20691,1
1,13,0,11,0,6400,1,0,0,38102,1
1,9,0,12,1,0,0,1,1,26458,1
0,2,0,13,1,3800,0,0,0,611,0
1,16,0,14,1,5200,0,1,1,31474,1
1,17,0,9,0,3000,0,0,0,10765,0
1,16,0,13,1,7800,1,1,0,44316,1
0,15,0,12,1,6670,1,1,1,11190,1
0,39,1,12,1,20,0,0,0,23878,1
0,0,0,12,1,0,0,1,1,0,0
0,13,0,11,0,2300,0,1,0,14718,1
0,16,0,12,1,35,0,1,1,5082,0
0,1,0,8,0,160,0,1,1,24830,1
1,2,0,12,1,4500,0,1,0,35137,1
0,9,0,9,0,627,0,1,1,22716,1
1,13,0,10,0,4000,0,1,0,22746,1
0,17,0,9,0,0,0,1,1,2181,0
0,13,0,12,1,5600,0,1,0,26383,1
1,13,0,12,1,0,0,1,0,15203,1
1,13,0,12,1,0,0,1,1,69459,1
0,16,0,10,0,0,0,0,0,3195,0
1,17,0,13,1,600,0,1,1,744,0
0,5,0,12,1,3352,0,1,1,5966,0
1,19,0,12,1,5000,0,0,0,27726,1
0,13,0,9,0,5000,0,0,0,7245,0
0,9,0,12,1,0,0,0,0,4128,0
0,2,0,12,1,0,0,1,1,30326,1
1,0,0,12,1,360,0,0,0,15116,1
1,1,0,12,1,11000,1,1,1,24892,1
1,13,0,11,0,0,0,0,0,39228,1
1,17,0,14,1,5000,0,1,1,37708,1
1,13,0,12,1,9550,1,0,0,16665,1
0,19,0,12,1,0,0,0,0,0,0
0,13,0,8,0,100,0,1,1,2783,0
1,346,1,12,1,4800,0,1,0,29318,1
0,9,0,13,1,5000,0,1,1,33513,1
1,15,0,12,1,100,0,1,0,3008,0
0,19,0,11,0,0,0,1,1,4384,0
1,16,0,12,1,10000,1,0,0,162,0
0,16,0,9,0,2500,0,1,1,15813,1
0,0,0,12,1,9749,1,0,0,53049,1
1,13,0,10,0,360,0,0,0,17539,1
0,15,0,12,1,4028,0,0,0,642,0
0,39,1,12,1,3000,0,1,1,30132,1
1,15,0,14,1,0,0,0,0,30,0
1,5,0,11,0,1359,0,0,0,17305,1
0,1,0,17,1,0,0,0,0,3060,0
0,13,0,11,0,7000,1,1,1,27092,1
0,2,0,10,0,200,0,1,0,45,0
0,9,0,8,0,0,0,1,1,0,0
1,13,0,12,1,0,0,1,1,8616,0
0,0,0,13,1,0,0,1,0,8529,0
0,28,0,14,1,3000,0,1,0,20607,1
1,13,0,12,1,19670,1,1,1,59349,1
1,13,0,9,0,1373,0,1,1,47532,1
1,40,1,12,1,15,0,1,0,20039,1
0,28,0,12,1,200,0,0,0,27954,1
0,17,0,9,0,754,0,1,1,0,0
1,1,0,14,1,1200,0,1,1,0,0
0,17,0,13,1,5000,0,1,1,20877,1
0,19,0,12,1,0,0,1,1,0,0
1,17,0,12,1,670,0,1,1,9550,0
0,16,0,12,1,4700,0,1,1,201,0
0,28,0,12,1,2080,0,1,0,5314,0
0,1,0,12,1,0,0,1,1,29691,1
1,16,0,12,1,1500,0,1,1,46494,1
0,37,1,12,1,4800,0,1,1,11703,1
1,13,0,14,1,1000,0,1,0,11276,1
0,13,0,12,1,98,0,1,0,0,0
1,37,1,12,1,27746,1,1,0,27557,1
0,9,0,16,1,360,0,0,0,31131,1
1,0,0,8,0,9076,1,0,0,53031,1
0,1,0,11,0,4277,0,1,1,117,0
0,13,0,12,1,0,0,1,0,98,0
1,5,0,12,1,7000,1,1,0,25340,1
0,13,0,12,1,3300,0,1,1,7407,0
0,16,0,12,1,8331,1,1,1,210,0
0,39,1,12,1,5680,0,0,0,20416,1
1,13,0,9,0,0,0,1,0,201,0
0,13,0,12,1,2000,0,1,1,6567,0
0,1,0,8,0,0,0,1,1,3285,0
1,13,0,12,1,0,0,1,1,6845,0
1,37,1,11,0,0,0,0,0,0,0
0,39,1,11,0,9000,1,1,0,4142,0
0,17,0,14,1,2000,0,1,0,2286,0
1,9,0,14,1,0,0,1,1,0,0
0,9,0,15,1,4000,0,1,0,56748,1
1,17,0,12,1,4000,0,1,1,19096,1
1,13,0,8,0,1600,0,1,0,2878,0
1,13,0,13,1,15000,1,1,1,84426,1
0,16,0,10,0,7000,1,1,1,9916,0
1,17,0,12,1,6000,1,0,0,11037,0
1,13,0,10,0,4500,0,0,0,17223,1
1,19,0,11,0,4485,0,1,1,0,0
1,2,0,13,1,1900,0,1,0,1643,0
1,13,0,12,1,0,0,0,0,0,0
0,16,0,12,1,4900,0,1,1,6845,0
1,5,0,16,1,4000,0,1,1,7379,0
0,19,0,8,0,0,0,1,1,20485,1
1,17,0,11,0,0,0,1,1,1074,0
0,13,0,12,1,5000,0,1,1,9283,0
0,17,0,14,1,6000,1,1,1,16590,1
1,2,0,14,1,1100,0,1,1,11911,1
0,13,0,11,0,140,0,0,0,40253,1
1,17,0,12,1,1800,0,1,1,1390,0
1,39,1,12,1,6000,1,1,1,25021,1
1,9,0,9,0,2500,0,1,1,6828,0
0,9,0,9,0,0,0,1,1,0,0
1,13,0,8,0,2144,0,1,1,45,0
1,0,0,12,1,0,0,1,1,10848,0
0,13,0,13,1,5200,0,0,0,34011,1
0,13,0,8,0,8000,1,0,0,39323,1
0,19,0,12,1,0,0,1,1,29640,1
0,346,1,9,0,3000,0,0,0,0,0
1,28,0,12,1,14080,1,0,0,0,0
0,19,0,13,1,1300,0,0,0,9837,0
1,0,0,11,0,0,0,1,0,1560,0
1,15,0,16,1,1660,0,1,1,43929,1
0,9,0,12,1,0,0,0,0,4965,0
1,9,0,13,1,900,0,1,1,14953,1
0,16,0,12,1,10500,1,1,0,35444,1
1,28,0,10,0,0,0,0,0,8907,0
0,9,0,8,0,0,0,1,0,8913,0
1,39,1,13,1,14000,1,0,0,46243,1
1,37,1,12,1,2330,0,1,0,0,0
0,13,0,12,1,0,0,1,0,33,0
1,39,1,12,1,7340,1,1,0,23541,1
1,37,1,10,0,1300,0,1,1,3948,0
0,37,1,12,1,2012,0,0,0,6689,0
0,1,0,8,0,0,0,1,1,2901,0
1,15,0,12,1,0,0,1,1,16320,1
0,2,0,12,1,0,0,0,0,0,0
1,17,0,11,0,5280,0,0,0,67741,1
1,0,0,12,1,190,0,1,0,1484,0
1,1,0,8,0,8,0,1,1,22080,1
1,13,0,12,1,14000,1,1,1,94715,1
0,17,0,14,1,5000,0,1,1,0,0
1,9,0,12,1,1600,0,1,1,37456,1
0,19,0,12,1,0,0,0,0,16476,1
0,15,0,17,1,320,0,0,0,933,0
1,9,0,13,1,129,0,0,0,57357,1
0,17,0,12,1,0,0,0,0,12459,1
1,13,0,10,0,5000,0,0,0,15467,1
1,9,0,8,0,9000,1,1,1,43447,1
1,9,0,14,1,3500,0,1,1,104,0
1,39,1,11,0,10000,1,1,1,8487,0
0,19,0,12,1,0,0,1,0,6798,0
0,17,0,12,1,0,0,1,1,0,0
0,15,0,10,0,0,0,0,0,402,0
0,13,0,12,1,299,0,1,1,28349,1
1,13,0,14,1,16700,1,1,1,1274,0
1,2,0,10,0,0,0,1,0,84,0
0,13,0,14,1,7000,1,0,0,33750,1
0,2,0,12,1,9870,1,0,0,27805,1
0,17,0,10,0,4000,0,1,0,24389,1
0,9,0,12,1,0,0,1,1,22816,1
1,13,0,12,1,14000,1,1,1,24894,1
1,39,1,11,0,20000,1,0,0,9078,0
1,9,0,12,1,2900,0,0,0,8157,0
0,17,0,12,1,3000,0,0,0,9373,0
0,1,0,11,0,4692,0,0,0,19707,1
1,16,0,13,1,1000,0,0,0,17976,1
0,39,1,8,0,2500,0,0,0,2320,0
0,17,0,12,1,3500,0,1,1,21705,1
1,19,0,8,0,0,0,0,0,0,0
0,37,1,11,0,300,0,1,0,25483,1
0,13,0,12,1,8000,1,0,0,0,0
1,19,0,8,0,5000,0,1,0,55296,1
0,1,0,12,1,870,0,1,1,3405,0
0,16,0,12,1,0,0,0,0,0,0
0,17,0,9,0,0,0,1,1,117,0
0,39,1,12,1,3640,0,1,0,42174,1
0,13,0,12,1,0,0,0,0,13173,1
0,1,0,11,0,3200,0,1,0,435,0
0,13,0,12,1,0,0,1,0,0,0
0,13,0,10,0,1200,0,0,0,21325,1
0,13,0,12,1,7192,1,0,0,0,0
0,16,0,12,1,4500,0,1,1,18393,1
0,13,0,10,0,0,0,1,1,4212,0
1,17,0,9,0,4300,0,1,1,2752,0
0,13,0,12,1,4500,0,1,1,39125,1
0,17,0,8,0,350,0,0,0,3433,0
1,19,0,16,1,3000,0,1,1,41820,1
1,15,0,15,1,130,0,1,1,544,0
0,13,0,11,0,3033,0,0,0,10353,0
1,9,0,11,0,0,0,1,1,484,0
1,19,0,8,0,0,0,0,0,37641,1
0,19,0,15,1,0,0,1,1,54109,1
1,13,0,16,1,8000,1,0,0,16648,1
0,9,0,12,1,0,0,1,1,1465,0
0,13,0,11,0,5000,0,1,1,21880,1
0,39,1,12,1,900,0,1,1,3782,0
1,13,0,13,1,0,0,1,0,2066,0
0,13,0,13,1,84,0,0,0,33909,1
0,1,0,13,1,3967,0,0,0,40968,1
1,16,0,10,0,1211,0,1,1,25551,1
0,15,0,13,1,0,0,1,1,0,0
0,1,0,10,0,6400,1,0,0,9800,0
1,13,0,10,0,7150,1,0,0,16651,1
0,17,0,11,0,8645,1,0,0,15621,1
0,15,0,12,1,2000,0,0,0,32901,1
0,13,0,12,1,80,0,1,0,0,0
1,2,0,10,0,7000,1,1,1,10885,0
1,5,0,12,1,6000,1,0,0,23211,1
1,37,1,12,1,1314,0,0,0,17082,1
0,9,0,8,0,0,0,0,0,13305,1
0,37,1,9,0,0,0,0,0,12663,1
1,39,1,12,1,6300,1,1,1,0,0
0,28,0,10,0,1058,0,1,0,610,0
1,15,0,14,1,1000,0,1,1,4704,0
1,16,0,12,1,0,0,1,1,0,0
1,0,0,9,0,1564,0,1,1,31440,1
0,39,1,12,1,1651,0,1,1,21793,1
0,9,0,10,0,390,0,1,0,16712,1
0,1,0,12,1,4000,0,1,1,29524,1
1,19,0,12,1,4600,0,0,0,30306,1
1,19,0,12,1,3060,0,1,1,36967,1
0,15,0,12,1,0,0,1,1,4087,0
0,1,0,8,0,400,0,0,0,15075,1
0,9,0,9,0,2580,0,1,1,5337,0
1,16,0,12,1,7000,1,1,1,18823,1
0,16,0,10,0,4700,0,1,1,39747,1
0,0,0,12,1,0,0,0,0,27628,1
0,9,0,12,1,0,0,0,0,20715,1
0,17,0,12,1,0,0,1,1,3117,0
0,17,0,12,1,6802,1,0,0,14304,1
0,19,0,12,1,5000,0,1,0,19065,1
0,2,0,12,1,516,0,0,0,9620,0
0,17,0,14,1,0,0,1,1,17646,1
1,13,0,18,1,1400,0,1,1,3720,0
0,16,0,12,1,5161,0,0,0,8793,0
1,37,1,12,1,1800,0,1,1,23757,1
0,37,1,13,1,600,0,1,1,19380,1
0,1,0,9,0,62,0,0,0,0,0
0,17,0,12,1,5000,0,0,0,2447,0
0,19,0,10,0,800,0,1,1,10627,0
0,19,0,8,0,2400,0,1,1,13425,1
0,19,0,12,1,3000,0,0,0,9840,0
1,13,0,12,1,0,0,1,0,11793,1
0,16,0,10,0,1942,0,1,1,3435,0
0,9,0,9,0,5385,0,1,0,22941,1
0,19,0,14,1,9000,1,0,0,43551,1
0,17,0,12,1,0,0,1,1,21726,1
1,13,0,15,1,3000,0,1,0,27138,1
0,13,0,13,1,200,0,1,0,17896,1
0,9,0,11,0,1729,0,1,0,3749,0
1,15,0,12,1,9000,1,1,1,19481,1
0,17,0,12,1,2927,0,1,1,8231,0
1,9,0,8,0,6000,1,1,0,77388,1
1,39,1,14,1,10307,1,1,0,1830,0
0,19,0,8,0,104,0,1,0,0,0
0,19,0,8,0,0,0,0,0,0,0
1,13,0,12,1,16800,1,1,1,53349,1
1,13,0,12,1,0,0,1,1,12618,1
1,13,0,11,0,800,0,1,0,1125,0
1,13,0,15,1,8280,1,1,0,64578,1
0,13,0,9,0,300,0,1,0,3967,0
0,2,0,12,1,3200,0,1,1,24938,1
1,39,1,8,0,77,0,1,1,162,0
0,13,0,9,0,3342,0,1,1,16743,1
0,1,0,12,1,3000,0,1,1,44574,1
1,17,0,16,1,2500,0,1,1,14508,1
0,13,0,16,1,500,0,1,0,16735,1
0,13,0,10,0,0,0,1,0,2621,0
0,16,0,12,1,7800,1,0,0,16692,1
0,13,0,12,1,0,0,1,1,5017,0
1,39,1,12,1,3000,0,1,1,20494,1
1,13,0,8,0,9000,1,0,0,43293,1
0,17,0,12,1,0,0,1,1,0,0
1,15,0,12,1,5800,0,1,0,25168,1
0,16,0,16,1,1024,0,1,1,22375,1
0,1,0,9,0,5022,0,1,1,34023,1
1,39,1,12,1,600,0,0,0,0,0
0,16,0,12,1,800,0,1,1,5652,0
1,39,1,12,1,1100,0,0,0,2179,0
0,28,0,12,1,300,0,1,0,3630,0
1,15,0,14,1,80,0,1,1,0,0
1,13,0,9,0,125,0,1,0,0,0
0,346,1,12,1,5500,0,1,1,17081,1
0,28,0,12,1,3000,0,1,0,2143,0
0,15,0,8,0,3200,0,1,1,16464,1
0,15,0,12,1,1000,0,0,0,5172,0
1,15,0,12,1,13000,1,1,1,28910,1
1,1,0,9,0,20000,1,0,0,64594,1
0,28,0,10,0,0,0,1,0,12861,1
1,13,0,8,0,864,0,0,0,12861,1
1,1,0,14,1,10500,1,0,0,34215,1
0,1,0,8,0,0,0,1,0,37774,1
1,13,0,10,0,0,0,0,0,22239,1
1,13,0,10,0,6390,1,1,1,7896,0
1,15,0,12,1,6000,1,1,0,18125,1
0,17,0,9,0,0,0,1,1,9395,0
1,0,0,12,1,1200,0,1,1,35925,1
1,13,0,12,1,7000,1,1,1,9843,0
1,13,0,12,1,4000,0,1,1,16995,1
0,1,0,10,0,0,0,0,0,2502,0
1,19,0,12,1,1500,0,1,0,33927,1
1,13,0,10,0,13000,1,1,0,162,0
0,13,0,10,0,0,0,0,0,5217,0
0,19,0,8,0,0,0,0,0,0,0
0,13,0,15,1,800,0,1,0,11010,0
0,15,0,10,0,0,0,1,0,0,0
1,13,0,12,1,8000,1,1,1,72118,1
0,17,0,11,0,0,0,1,1,1530,0
0,2,0,12,1,0,0,1,1,8193,0
0,1,0,13,1,3000,0,1,1,44522,1
0,1,0,9,0,6000,1,1,0,3784,0
1,13,0,8,0,2500,0,1,1,38563,1
1,39,1,14,1,895,0,1,0,48243,1
0,1,0,11,0,0,0,1,1,0,0
0,1,0,8,0,0,0,1,0,0,0
1,13,0,13,1,2200,0,1,0,14985,1
1,40,1,16,1,0,0,1,1,0,0
0,19,0,8,0,0,0,0,0,4137,0
0,39,1,9,0,225,0,1,0,13333,1
1,28,0,12,1,0,0,1,0,12804,1
0,13,0,9,0,8000,1,1,1,20120,1
1,39,1,12,1,0,0,0,0,3984,0
1,2,0,10,0,1000,0,1,0,66,0
1,15,0,13,1,3000,0,1,1,25562,1
0,1,0,8,0,0,0,0,0,21042,1
1,28,0,12,1,6500,1,1,0,9823,0
1,37,1,12,1,0,0,1,1,32418,1
0,0,0,10,0,10000,1,0,0,25022,1
1,13,0,12,1,0,0,0,0,9258,0
0,15,0,12,1,0,0,1,1,0,0
0,9,0,12,1,3912,0,1,1,15138,1
1,37,1,12,1,1760,0,0,0,4776,0
0,9,0,13,1,0,0,1,1,16632,1
0,9,0,10,0,2202,0,0,0,0,0
1,19,0,12,1,1000,0,0,0,34721,1
0,9,0,10,0,2160,0,1,1,8757,0
0,17,0,12,1,0,0,1,0,2919,0
0,17,0,12,1,7600,1,1,1,12520,1
0,16,0,12,1,297,0,0,0,268,0
1,39,1,11,0,4200,0,1,1,25047,1
0,39,1,11,0,0,0,1,0,162,0
1,9,0,12,1,220,0,0,0,279,0
0,5,0,12,1,0,0,1,1,4937,0
1,39,1,12,1,1000,0,1,1,7588,0
0,1,0,12,1,425,0,1,1,27916,1
0,0,0,12,1,3204,0,1,0,0,0
1,13,0,18,1,8500,1,0,0,0,0
1,16,0,8,0,5154,0,1,1,34040,1
0,16,0,12,1,3000,0,1,1,27809,1
1,15,0,12,1,2500,0,1,1,42857,1
1,13,0,11,0,0,0,1,1,36786,1
1,13,0,11,0,1500,0,1,1,29855,1
1,19,0,11,0,3000,0,1,0,294,0
1,15,0,15,1,1600,0,1,0,41892,1
1,1,0,8,0,900,0,1,1,10067,0
1,19,0,7,0,0,0,1,0,0,0
0,28,0,10,0,0,0,1,0,10135,0
1,17,0,15,1,2000,0,0,0,46623,1
0,13,0,11,0,3000,0,1,1,23696,1
0,17,0,8,0,0,0,1,1,0,0
0,9,0,11,0,6039,1,1,1,5047,0
1,28,0,8,0,0,0,0,0,17603,1
0,13,0,12,1,4600,0,0,0,640,0
0,40,1,11,0,500,0,0,0,1533,0
1,16,0,12,1,4500,0,1,1,21564,1
0,16,0,12,1,11000,1,1,1,45276,1
0,40,1,13,1,8000,1,1,0,23851,1
0,1,0,11,0,5000,0,1,1,8634,0
1,39,1,12,1,12000,1,0,0,32942,1
0,19,0,12,1,1500,0,1,1,18687,1
1,2,0,10,0,0,0,1,1,2550,0
0,9,0,12,1,0,0,0,0,0,0
1,2,0,12,1,2700,0,1,1,2748,0
0,39,1,17,1,11699,1,0,0,40171,1
1,19,0,10,0,0,0,1,1,30993,1
0,19,0,16,1,0,0,1,1,3242,0
0,9,0,8,0,5,0,1,0,22513,1
1,13,0,12,1,0,0,1,0,37502,1
1,39,1,12,1,2400,0,0,0,42515,1
1,19,0,14,1,1900,0,1,1,14991,1
0,9,0,10,0,0,0,1,1,2259,0
0,17,0,12,1,0,0,0,0,12158,1
0,13,0,11,0,0,0,0,0,369,0
1,2,0,13,1,5000,0,0,0,19263,1
0,13,0,10,0,2426,0,1,0,8109,0
0,16,0,11,0,0,0,1,1,26563,1
0,16,0,14,1,2500,0,1,1,29283,1
1,1,0,11,0,3000,0,0,0,11576,1
0,13,0,13,1,400,0,1,0,4624,0
0,13,0,11,0,11000,1,1,0,36913,1
0,19,0,12,1,350,0,0,0,19659,1
1,17,0,13,1,4800,0,1,1,1182,0
0,0,0,13,1,4000,0,1,0,21435,1
1,15,0,12,1,0,0,1,1,0,0
1,37,1,10,0,0,0,0,0,47871,1
0,39,1,12,1,4186,0,1,1,6661,0
1,0,0,12,1,1200,0,1,1,26415,1
1,13,0,11,0,22000,1,1,0,42021,1
0,17,0,11,0,0,0,1,1,2250,0
1,15,0,17,1,1700,0,0,0,15687,1
1,13,0,17,1,12381,1,0,0,26698,1
0,13,0,15,1,18000,1,0,0,17598,1
1,5,0,10,0,4400,0,0,0,16454,1
0,13,0,10,0,0,0,0,0,6995,0
0,17,0,11,0,570,0,1,1,2348,0
1,13,0,12,1,6000,1,1,0,26088,1
0,13,0,12,1,0,0,0,0,0,0
0,5,0,12,1,2095,0,0,0,5826,0
1,17,0,14,1,0,0,1,1,4365,0
0,39,1,12,1,0,0,1,1,10872,0
0,16,0,10,0,1000,0,1,1,4839,0
0,0,0,14,1,3600,0,1,1,0,0
0,17,0,12,1,0,0,1,1,41225,1
1,16,0,10,0,0,0,1,1,4521,0
1,16,0,13,1,0,0,0,0,22318,1
0,37,1,12,1,0,0,1,1,3261,0
1,16,0,11,0,700,0,0,0,19857,1
1,0,0,9,0,2536,0,0,0,6099,0
1,39,1,16,1,4200,0,1,1,27732,1
0,13,0,12,1,7488,1,1,1,57149,1
1,13,0,12,1,8000,1,0,0,30435,1
1,13,0,9,0,999,0,0,0,2545,0
0,19,0,10,0,0,0,0,0,25542,1
1,13,0,8,0,6500,1,0,0,1211,0
0,1,0,11,0,5400,0,1,1,28417,1
0,17,0,12,1,5600,0,0,0,15665,1
0,13,0,11,0,5044,0,1,1,16922,1
0,19,0,8,0,2418,0,1,1,18154,1
0,5,0,14,1,2868,0,1,1,48795,1
0,19,0,10,0,0,0,1,1,18075,1
0,19,0,13,1,0,0,0,0,6265,0
0,16,0,10,0,3500,0,1,1,19717,1
1,37,1,11,0,8700,1,1,0,14982,1
0,17,0,12,1,6000,1,1,1,21917,1
1,19,0,11,0,0,0,1,1,13422,1
0,13,0,11,0,10000,1,0,0,49146,1
1,15,0,12,1,500,0,1,0,37421,1
0,39,1,12,1,6000,1,1,0,0,0
0,17,0,12,1,3200,0,1,1,4378,0
0,40,1,11,0,0,0,1,0,0,0
1,9,0,14,1,1430,0,1,0,5439,0
1,13,0,14,1,7000,1,1,0,8570,0
0,19,0,12,1,0,0,1,1,0,0
1,13,0,15,1,900,0,1,1,42877,1
1,1,0,8,0,3300,0,1,0,14680,1
1,9,0,12,1,400,0,1,1,17727,1
0,13,0,12,1,4000,0,1,1,19851,1
1,19,0,9,0,1200,0,0,0,672,0
1,1,0,9,0,1300,0,1,1,14754,1
0,1,0,12,1,0,0,0,0,711,0
0,17,0,16,1,0,0,1,1,9166,0
1,13,0,16,1,14000,1,0,0,0,0
0,28,0,13,1,0,0,1,0,678,0
0,15,0,15,1,1472,0,1,0,14682,1
1,5,0,13,1,14700,1,1,1,60730,1
1,15,0,13,1,500,0,1,1,38774,1
0,1,0,9,0,8000,1,1,1,30004,1
0,5,0,12,1,2645,0,1,1,8819,0
1,13,0,12,1,3000,0,1,0,99,0
0,0,0,12,1,8000,1,1,1,28762,1
0,40,1,13,1,11980,1,1,1,62820,1
1,19,0,12,1,0,0,0,0,2970,0
1,16,0,10,0,465,0,0,0,13006,1
1,39,1,12,1,8190,1,1,0,21706,1
1,15,0,14,1,1200,0,1,1,20415,1
0,9,0,12,1,200,0,1,1,1986,0
0,15,0,11,0,0,0,1,1,26260,1
0,16,0,10,0,800,0,1,1,1569,0
1,9,0,8,0,0,0,1,1,22677,1
0,37,1,12,1,1200,0,0,0,648,0
1,37,1,14,1,0,0,0,0,93869,1
1,13,0,12,1,1200,0,0,0,486,0
0,9,0,12,1,0,0,1,1,0,0
1,13,0,10,0,1277,0,1,1,954,0
0,13,0,12,1,7050,1,1,0,26346,1
1,13,0,11,0,2000,0,0,0,0,0
1,13,0,11,0,7000,1,1,0,20641,1
0,39,1,12,1,8137,1,1,0,11518,1
0,5,0,11,0,0,0,0,0,13722,1
0,40,1,12,1,0,0,0,0,0,0
0,346,1,12,1,0,0,0,0,1711,0
0,13,0,11,0,850,0,1,1,40837,1
0,16,0,12,1,0,0,0,0,0,0
1,13,0,14,1,10400,1,0,0,8268,0
1,15,0,12,1,90,0,1,1,10701,0
0,1,0,11,0,4000,0,1,1,41388,1
0,17,0,12,1,0,0,0,0,0,0
1,17,0,12,1,0,0,1,0,5035,0
0,13,0,11,0,400,0,1,0,5551,0
0,1,0,12,1,3000,0,1,1,8902,0
1,16,0,12,1,1200,0,0,0,11286,1
0,40,1,10,0,0,0,1,1,35142,1
1,13,0,15,1,9323,1,1,1,10695,0
1,17,0,10,0,300,0,0,0,1359,0
0,16,0,12,1,6430,1,1,1,20769,1
1,39,1,11,0,0,0,0,0,1452,0
1,37,1,11,0,4000,0,1,1,12340,1
1,39,1,11,0,11531,1,0,0,49635,1
0,13,0,8,0,0,0,1,0,0,0
0,15,0,12,1,0,0,1,1,17540,1
0,13,0,11,0,0,0,1,1,65574,1
1,9,0,12,1,0,0,1,0,2127,0
0,15,0,13,1,2000,0,0,0,19347,1
1,2,0,10,0,5400,0,1,0,1371,0
1,19,0,12,1,165,0,1,1,0,0
0,2,0,12,1,1375,0,1,0,0,0
0,17,0,12,1,0,0,0,0,9993,0
1,19,0,14,1,0,0,0,0,7209,0
1,39,1,13,1,1750,0,1,1,13206,1
0,17,0,12,1,0,0,1,1,0,0
0,16,0,11,0,1109,0,0,0,44309,1
0,13,0,12,1,300,0,0,0,2746,0
1,1,0,9,0,12000,1,0,0,30158,1
0,17,0,9,0,4232,0,0,0,4468,0
1,1,0,12,1,500,0,0,0,0,0
0,0,0,16,1,4990,0,0,0,48783,1
1,16,0,10,0,1000,0,1,1,15135,1
1,13,0,10,0,0,0,0,0,35796,1
1,2,0,12,1,2400,0,1,1,21801,1
0,13,0,12,1,0,0,0,0,13251,1
1,0,0,12,1,900,0,1,1,23565,1
0,13,0,12,1,2600,0,1,1,5949,0
1,17,0,10,0,750,0,1,1,195,0
0,1,0,12,1,0,0,1,1,36477,1
1,40,1,12,1,5000,0,0,0,65362,1
1,13,0,12,1,2800,0,1,0,0,0
1,9,0,13,1,8290,1,1,1,35200,1
0,15,0,8,0,0,0,0,0,0,0
1,13,0,12,1,30000,1,0,0,32624,1
0,13,0,12,1,1500,0,0,0,12050,1
0,1,0,10,0,0,0,0,0,0,0
1,13,0,12,1,125,0,0,0,46633,1
0,9,0,12,1,3216,0,0,0,11619,1
0,13,0,12,1,4595,0,0,0,19827,1
1,19,0,13,1,0,0,1,0,8416,0
0,13,0,10,0,3600,0,1,0,3059,0
1,1,0,11,0,600,0,1,0,17669,1
1,17,0,13,1,3744,0,0,0,11612,1
1,9,0,10,0,0,0,1,0,2248,0
1,2,0,10,0,0,0,0,0,2850,0
1,13,0,13,1,6900,1,0,0,20335,1
0,39,1,12,1,1569,0,1,0,6990,0
1,13,0,12,1,15000,1,0,0,0,0
0,19,0,9,0,0,0,1,0,0,0
1,1,0,10,0,0,0,1,1,35402,1
0,13,0,12,1,0,0,1,0,27544,1
0,39,1,10,0,3986,0,1,1,5227,0
1,39,1,10,0,1400,0,1,1,30687,1
0,1,0,10,0,25,0,1,0,18402,1
1,13,0,12,1,500,0,1,0,5013,0
0,9,0,12,1,0,0,1,1,6425,0
0,9,0,11,0,0,0,1,1,16151,1
0,9,0,12,1,31,0,1,1,10838,0
0,13,0,12,1,5600,0,0,0,11987,1
0,13,0,12,1,6000,1,1,0,24531,1
0,17,0,12,1,0,0,1,0,6879,0
1,19,0,13,1,4000,0,1,1,606,0
1,2,0,12,1,5400,0,1,0,28479,1
0,0,0,12,1,60,0,1,0,13674,1
0,9,0,12,1,1720,0,1,1,13299,1
0,28,0,12,1,0,0,1,1,26084,1
0,17,0,8,0,0,0,1,0,120,0
1,13,0,13,1,20000,1,0,0,15624,1
0,9,0,12,1,421,0,1,1,2817,0
0,13,0,8,0,0,0,1,0,5973,0
1,16,0,16,1,13500,1,1,1,7521,0
0,37,1,8,0,18000,1,1,1,0,0
1,16,0,12,1,11000,1,1,0,24899,1
1,19,0,14,1,6000,1,0,0,23467,1
0,15,0,11,0,425,0,0,1,300,0
0,17,0,11,0,300,0,0,0,4071,0
0,16,0,16,1,400,0,1,1,6466,0
0,13,0,12,1,98,0,0,0,12542,1
0,39,1,12,1,4251,0,1,1,8435,0
0,15,0,13,1,1200,0,1,1,10289,0
1,39,1,12,1,2000,0,0,0,53353,1
1,17,0,12,1,1200,0,0,0,18804,1
0,1,0,12,1,250,0,0,0,12840,1
1,16,0,12,1,120,0,1,1,117,0
0,17,0,12,1,2988,0,0,0,14106,1
1,13,0,8,0,2200,0,0,0,19739,1
0,39,1,13,1,4000,0,0,0,35548,1
0,1,0,10,0,98,0,1,1,0,0
1,13,0,12,1,0,0,1,1,48344,1
1,13,0,12,1,12000,1,0,0,1047,0
1,1,0,12,1,7000,1,0,0,17040,1
0,13,0,10,0,7848,1,0,0,20773,1
0,13,0,10,0,3000,0,0,0,4288,0
0,13,0,11,0,2500,0,0,0,1946,0
1,15,0,14,1,3200,0,1,1,0,0
0,9,0,8,0,4163,0,1,0,4485,0
0,13,0,14,1,1117,0,1,1,17339,1
0,17,0,14,1,0,0,1,1,31653,1
0,13,0,12,1,10027,1,1,1,9834,0
1,28,0,13,1,1000,0,1,0,522,0
0,1,0,8,0,120,0,1,0,1223,0
1,13,0,12,1,4697,0,0,0,27,0
